Date,Open,High,Low,Close,Adj Close,Volume,New Price
14/6/2021,4.19,4.19,4.19,4.19,3.505506,500,0
15/6/2021,4.19,4.19,4.19,4.19,3.505506,0,0
16/6/2021,4.19,4.19,4.19,4.19,3.505506,0,0
17/6/2021,4.19,4.19,4.19,4.19,3.505506,0,0
18/6/2021,4.19,4.19,4.19,4.19,3.505506,0,0
21/6/2021,4.19,4.19,4.19,4.19,3.505506,0,1
22/6/2021,4.27,4.27,4.27,4.27,3.572437,1200,1
23/6/2021,4.33,4.68,4.33,4.68,3.915457,1200,0
24/6/2021,4.46,4.65,4.46,4.65,3.890358,800,0
25/6/2021,4.65,4.65,4.65,4.65,3.890358,0,0
28/6/2021,4.29,4.47,4.29,4.47,3.739763,1200,0
29/6/2021,3.7,4.28,3.7,4.28,3.580803,9600,1
30/6/2021,4.65,4.65,4.46,4.46,3.731397,500,0
1/7/2021,4.11,4.45,4.11,4.45,3.723031,1600,0
2/7/2021,4.4,4.4,4.4,4.4,3.681199,1000,0
6/7/2021,4.4,4.4,4.4,4.4,3.681199,0,0
7/7/2021,4.5,4.5,4.11,4.11,3.438575,400,0
8/7/2021,4.11,4.2,4.03,4.03,3.371644,12000,1
9/7/2021,4.01,4.35,4.01,4.35,3.639368,500,1
12/7/2021,4.69,4.69,4.69,4.69,3.923824,400,0
13/7/2021,4.69,4.69,4.69,4.69,3.923824,0,0
14/7/2021,4.01,4.01,3.8,3.95,3.304713,1000,1
15/7/2021,4.56,4.56,4.56,4.56,3.815061,200,1
16/7/2021,4.65,4.65,4.6,4.6,3.848526,500,0
19/7/2021,3.82,4,3.82,4,3.346545,1900,0
20/7/2021,4.01,4.01,3.91,4,3.346545,800,1
21/7/2021,3.99,4.01,3.99,4.01,3.354911,400,0
22/7/2021,3.77,4,3.76,4,3.346545,356700,0
23/7/2021,4,4,4,4,3.346545,32700,1
26/7/2021,4.22,4.69,4.22,4.69,3.923824,1100,0
27/7/2021,4.69,4.69,4.69,4.69,3.923824,300,0
28/7/2021,4.24,4.25,4.05,4.05,3.388376,8500,1
29/7/2021,4.45,4.65,4.45,4.65,3.890358,700,0
30/7/2021,4.75,4.75,4,4,3.346545,14300,1
2/8/2021,4.49,4.69,4.01,4.01,3.354911,4500,1
3/8/2021,4.67,4.67,4.04,4.67,3.907091,1600,0
4/8/2021,4.6,4.67,3.92,4.5,3.764863,2900,0
5/8/2021,4.3,4.5,3.91,4.34,3.631001,900,0
6/8/2021,4.3,4.3,4.1,4.1,3.430208,700,0
9/8/2021,4.07,4.07,4.01,4.01,3.354911,1300,1
10/8/2021,4.03,4.03,4.03,4.03,3.371644,700,0
11/8/2021,3.81,4,3.76,4,3.346545,8700,0
12/8/2021,3.87,3.98,3.87,3.88,3.246148,1400,1
13/8/2021,3.87,4.03,3.87,4.03,3.371644,43600,1
16/8/2021,3.81,4.76,3.81,4.06,3.396743,36200,1
17/8/2021,4.95,5.15,4.95,5.15,4.308676,600,0
18/8/2021,4.22,5.15,4.22,5.1,4.266845,4400,0
19/8/2021,4.9,5.1,4.11,4.8,4.015853,1900,0
20/8/2021,4.79,4.79,4.12,4.12,3.446941,2200,1
23/8/2021,6.54,6.74,5.18,6.74,5.638928,900,0
24/8/2021,6.15,6.15,6.14,6.14,5.136945,2200,0
25/8/2021,6.1,6.1,6.1,6.1,5.103481,200,0
26/8/2021,4.5,6.08,4.49,6.08,5.086748,2300,1
27/8/2021,4.5,6.1,4.34,6.1,5.103481,700,0
30/8/2021,4.4,6.1,4.4,6.1,5.103481,500,0
31/8/2021,5.9,6.1,4.38,6.1,5.103481,1000,0
1/9/2021,4.38,6.08,4.38,6.08,5.086748,400,0
2/9/2021,6.08,6.08,6.08,6.08,5.086748,400,0
3/9/2021,4.87,6.05,4.87,6.05,5.061649,1700,0
7/9/2021,6.05,6.05,6.05,6.05,5.061649,0,0
8/9/2021,4.93,5.74,4.93,5.74,4.802291,600,1
9/9/2021,5.82,5.82,5.82,5.82,4.869223,500,1
10/9/2021,6.04,6.04,5.84,5.84,4.885956,400,0
13/9/2021,5.31,5.31,5.31,5.31,4.442538,200,1
14/9/2021,5.94,5.94,5.74,5.74,4.802291,200,1
15/9/2021,5.94,5.95,5.74,5.95,4.977985,1100,0
16/9/2021,5.75,5.95,5.75,5.95,4.977985,700,0
17/9/2021,5.95,5.95,5.95,5.95,4.977985,800,0
20/9/2021,4.17,4.17,4.1,4.11,3.438575,1500,1
21/9/2021,4.48,4.48,4.05,4.05,3.503453,2400,0
22/9/2021,3.82,3.82,3.82,3.82,3.304492,500,0
23/9/2021,3.82,3.82,3.82,3.82,3.304492,0,1
24/9/2021,4.26,4.26,4.26,4.26,3.685114,400,1
27/9/2021,4.12,4.3,4.12,4.3,3.719716,2300,0
28/9/2021,4.45,4.45,4.1,4.3,3.719716,2000,0
29/9/2021,4.23,4.43,4.1,4.1,3.546706,7800,1
30/9/2021,4.21,4.21,4.2,4.2,3.633211,1300,1
1/10/2021,4.36,4.38,4.36,4.38,3.78892,1400,0
4/10/2021,4,4.35,4,4.01,3.468851,2100,0
5/10/2021,4.01,4.01,4.01,4.01,3.468851,0,1
6/10/2021,4.11,4.15,4.01,4.14,3.581308,800,0
7/10/2021,4.14,4.14,4.14,4.14,3.581308,0,1
8/10/2021,4.07,4.24,4.07,4.24,3.667813,800,0
11/10/2021,4.24,4.24,4.24,4.24,3.667813,0,0
12/10/2021,4.24,4.24,4.24,4.24,3.667813,0,0
13/10/2021,4.12,4.12,4.12,4.12,3.564007,4200,0
14/10/2021,4.03,4.03,4.03,4.03,3.486153,700,0
15/10/2021,4.02,4.02,3.82,3.82,3.304492,300,1
18/10/2021,3.99,4.01,3.99,4.01,3.468851,600,0
19/10/2021,3.99,3.99,3.99,3.99,3.45155,300,1
20/10/2021,4,4,3.85,4,3.460201,3100,0
21/10/2021,3.95,3.95,3.86,3.86,3.339094,1100,1
22/10/2021,4.06,4.19,4.06,4.19,3.62456,800,0
25/10/2021,4.1,4.1,4.1,4.1,3.546706,200,0
26/10/2021,4,4,4,4,3.460201,200,0
27/10/2021,4.09,4.09,3.9,3.9,3.373696,1900,0
28/10/2021,4.09,4.09,3.81,3.81,3.295841,7300,1
29/10/2021,3.96,3.96,3.96,3.96,3.425599,200,0
1/11/2021,4.04,4.04,3.81,3.84,3.321793,600,1
2/11/2021,4.2,4.26,4.03,4.26,3.685114,700,0
3/11/2021,4.26,4.26,4.26,4.26,3.685114,0,0
4/11/2021,4.26,4.26,4.26,4.26,3.685114,0,0
5/11/2021,4.03,4.03,4.03,4.03,3.486153,100,0
8/11/2021,3.96,3.96,3.96,3.96,3.425599,200,1
9/11/2021,4.21,4.21,4,4.07,3.520755,1200,0
10/11/2021,4.02,4.02,4.01,4.01,3.468851,500,0
11/11/2021,4,4,4,4,3.460201,100,1
12/11/2021,4.01,4.05,4.01,4.05,3.503453,400,0
15/11/2021,4.12,4.12,3.8,4,3.460201,7500,0
16/11/2021,4.02,4.02,3.8,3.81,3.295841,6100,1
17/11/2021,3.75,3.92,3.75,3.92,3.390997,6900,1
18/11/2021,4.04,4.16,4.04,4.16,3.598609,1000,0
19/11/2021,3.94,4.03,3.94,4.03,3.486153,2600,1
22/11/2021,4.07,4.07,4.07,4.07,3.520755,400,0
23/11/2021,3.97,4.06,3.83,3.83,3.313142,600,1
24/11/2021,4,4,4,4,3.460201,3400,1
26/11/2021,4.17,4.17,4.17,4.17,3.607259,300,0
29/11/2021,4.1,4.1,3.96,3.96,3.425599,4600,1
30/11/2021,3.8,3.98,3.78,3.98,3.4429,8600,0
1/12/2021,3.76,3.76,3.75,3.75,3.243938,1000,1
2/12/2021,3.72,3.82,3.72,3.82,3.304492,500,0
3/12/2021,3.82,3.82,3.71,3.81,3.295841,2400,0
6/12/2021,3.81,3.81,3.81,3.81,3.295841,400,1
7/12/2021,3.82,3.87,3.81,3.87,3.347744,1300,1
8/12/2021,4.01,4.01,3.99,3.99,3.45155,700,0
9/12/2021,3.99,3.99,3.99,3.99,3.45155,100,0
10/12/2021,4.55,4.55,3.97,3.97,3.43425,300,1
13/12/2021,3.99,3.99,3.99,3.99,3.45155,300,0
14/12/2021,3.98,3.98,3.98,3.98,3.4429,300,0
15/12/2021,3.98,3.98,3.98,3.98,3.4429,400,0
16/12/2021,3.98,3.98,3.98,3.98,3.4429,0,0
17/12/2021,3.94,3.94,3.94,3.94,3.408298,300,0
20/12/2021,3.38,3.38,3.38,3.38,2.92387,300,1
21/12/2021,4.06,4.07,3.86,4.05,3.503453,3700,0
22/12/2021,3.98,4.04,3.88,3.98,3.4429,1400,0
23/12/2021,3.98,3.98,3.91,3.91,3.382346,1300,1
27/12/2021,3.99,3.99,3.99,3.99,3.45155,300,0
28/12/2021,3.99,3.99,3.99,3.99,3.45155,0,1
29/12/2021,5.01,5.01,3.95,4.04,3.494803,2800,0
30/12/2021,4.04,4.04,4.04,4.04,3.494803,0,0
31/12/2021,3.94,3.94,3.94,3.94,3.408298,300,1
3/1/2022,4,4,4,4,3.460201,200,1
4/1/2022,5.5,5.5,4,5.5,4.757776,700,0
5/1/2022,4,4,3.99,4,3.460201,500,0
6/1/2022,3.98,3.99,3.98,3.99,3.45155,400,1
7/1/2022,4.07,4.07,4,4.06,3.512104,2300,0
10/1/2022,4,4,4,4,3.460201,1000,1
11/1/2022,4.05,4.05,4.05,4.05,3.503453,300,1
12/1/2022,4.06,4.06,4.06,4.06,3.512104,1100,0
13/1/2022,4.06,4.06,4.06,4.06,3.512104,0,1
14/1/2022,4.07,4.13,4.03,4.13,3.572657,2100,0
18/1/2022,4.09,4.09,4.09,4.09,3.538055,200,0
19/1/2022,4.09,4.09,4.09,4.09,3.538055,1100,1
20/1/2022,4.1,4.11,4.1,4.11,3.555357,1300,0
21/1/2022,4.03,4.03,4.03,4.03,3.486153,700,0
24/1/2022,4.04,4.11,4.02,4.02,3.477502,18200,1
25/1/2022,4.04,4.05,3.92,4.05,3.503453,7100,0
26/1/2022,4.08,4.13,4.02,4.02,3.477502,6400,1
27/1/2022,4.08,4.13,4.08,4.13,3.572657,500,0
28/1/2022,4.09,4.09,4.09,4.09,3.538055,2200,1
31/1/2022,4.1,4.14,4.1,4.11,3.555357,196800,0
1/2/2022,4.11,4.11,4.1,4.1,3.546706,800,0
2/2/2022,4.14,4.15,4.09,4.09,3.538055,4900,0
3/2/2022,4.09,4.09,4.09,4.09,3.538055,0,1
4/2/2022,4.15,4.24,4.15,4.24,3.667813,26800,0
7/2/2022,4.24,4.25,4.12,4.12,3.564007,3800,1
8/2/2022,4.13,4.13,4.13,4.13,3.572657,300,1
9/2/2022,4.25,5.5,4.2,5.23,4.524212,21900,1
10/2/2022,5.73,6.25,4.25,5.78,4.99999,11200,0
11/2/2022,5.74,5.74,4.45,5.63,4.870233,1900,0
14/2/2022,5.11,5.11,4.5,5.1,4.411757,6200,1
15/2/2022,5.26,5.26,5.13,5.26,4.550164,1300,0
16/2/2022,4.51,5.35,4.51,4.64,4.013833,4000,1
17/2/2022,4.72,5.01,4.35,5.01,4.333901,5600,0
18/2/2022,5.04,5.24,4.35,4.82,4.169542,4200,1
22/2/2022,5.09,5.09,5.09,5.09,4.403105,500,1
23/2/2022,5.25,5.25,5.25,5.25,4.541513,300,0
24/2/2022,4.95,5.15,4.41,4.41,3.814871,1400,0
25/2/2022,4.41,5.13,4.37,4.37,3.780269,2700,1
28/2/2022,5.16,5.36,4.84,4.84,4.186843,3500,0
1/3/2022,4.84,4.84,4.84,4.84,4.186843,300,0
2/3/2022,4.73,5.17,4.53,4.57,3.953279,1500,0
3/3/2022,4.57,4.57,4.57,4.57,3.953279,0,0
4/3/2022,4.53,4.53,4.53,4.53,3.918678,400,1
7/3/2022,4.23,5.35,4.23,5.35,4.628018,1400,0
8/3/2022,5.07,5.08,5.07,5.08,4.394454,800,1
9/3/2022,5.18,5.53,4.48,5.53,4.783728,5000,0
10/3/2022,5.53,5.53,5.53,5.53,4.783728,0,1
11/3/2022,5.75,6,5.75,6,5.190301,4800,1
14/3/2022,6.1,7,6.1,7,6.055352,1400,1
15/3/2022,6.85,9,4.8,9,7.948974,8600,0
16/3/2022,8.2,8.2,8.2,8.2,7.242398,400,0
17/3/2022,7.79,7.79,7.79,7.79,6.880278,200,0
18/3/2022,7.54,7.74,7.54,7.74,6.836117,600,0
21/3/2022,7.74,7.74,7.74,7.74,6.836117,0,0
22/3/2022,7,7,7,7,6.182535,900,0
23/3/2022,6.78,6.8,6.75,6.8,6.005891,1500,0
24/3/2022,6.69,6.69,6.69,6.69,5.908737,200,0
25/3/2022,4.82,5.57,4.76,5.27,4.654566,33400,1
28/3/2022,6.2,6.37,6.07,6.07,5.361141,5200,0
29/3/2022,5.51,5.97,4.95,5.97,5.272819,6200,0
30/3/2022,4.93,5.4,4.93,4.93,4.354271,1100,1
31/3/2022,6.09,6.09,4.95,5.61,4.95486,2700,0
1/4/2022,5.38,5.59,5.38,5.39,4.760552,1000,0
4/4/2022,6.16,6.16,4.58,4.58,4.045144,5400,1
5/4/2022,4.6,5.31,4.6,5.31,4.689895,600,0
6/4/2022,5.1,5.3,5.09,5.3,4.681063,900,0
7/4/2022,5.29,5.29,5.08,5.28,4.663398,1400,0
8/4/2022,5.28,5.28,5.28,5.28,4.663398,200,0
11/4/2022,5.15,5.28,5.08,5.28,4.663398,600,1
12/4/2022,5.28,5.34,5.14,5.3,4.681063,1500,0
13/4/2022,5.01,5.19,4.81,5.19,4.583908,600,1
14/4/2022,5.2,5.2,5.2,5.2,4.59274,200,0
18/4/2022,5.2,5.2,4.75,5.2,4.59274,1700,1
19/4/2022,5.35,5.35,5.07,5.29,4.67223,12200,0
20/4/2022,4.64,5,4.64,4.64,4.098137,16900,1
21/4/2022,4.87,5.07,4.87,5.07,4.477922,700,0
22/4/2022,5.07,5.07,5.07,5.07,4.477922,0,0
25/4/2022,5.04,5.05,4.14,5.01,4.424929,8700,0
26/4/2022,4.29,4.37,4.17,4.17,3.683024,1600,0
27/4/2022,4.17,4.17,4.17,4.17,3.683024,0,0
28/4/2022,5.34,5.34,3.92,4,3.532877,17600,0
29/4/2022,4.01,4.73,4,4,3.532877,7200,1
2/5/2022,4.66,4.66,4.01,4.21,3.718354,4400,0
3/5/2022,4.21,4.21,4.21,4.21,3.718354,0,1
4/5/2022,4.62,4.62,4.29,4.58,4.045144,1500,0
5/5/2022,4.29,4.35,4.15,4.15,3.66536,600,1
6/5/2022,4.55,4.55,4.22,4.22,3.727185,5200,1
9/5/2022,4.55,4.75,4.55,4.58,4.045144,500,0
10/5/2022,4.58,4.58,4.58,4.58,4.045144,0,1
11/5/2022,4.58,4.68,4.57,4.68,4.133467,1700,0
12/5/2022,4.68,4.68,4.68,4.68,4.133467,0,0
13/5/2022,4.68,4.68,4.68,4.68,4.133467,0,1
16/5/2022,4.06,5.05,4.06,5.05,4.460258,800,0
17/5/2022,4.72,4.72,4.72,4.72,4.168795,300,1
18/5/2022,5.05,5.05,5.05,5.05,4.460258,300,0
19/5/2022,4.86,4.86,4.8,4.8,4.239452,2200,1
20/5/2022,4.28,5.05,4.28,5.05,4.460258,2000,0
23/5/2022,4.51,4.51,4.51,4.51,3.983319,200,1
24/5/2022,6.99,6.99,6.83,6.83,6.032388,1000,0
25/5/2022,6.5,6.5,4.51,6.47,5.714428,3000,0
26/5/2022,6.14,6.2,4.52,6.19,5.467127,1600,0
27/5/2022,5.98,5.98,4.66,5.98,5.281651,600,0
31/5/2022,5.98,5.98,5.95,5.98,5.281651,600,0
1/6/2022,4.81,5.78,4.81,5.78,5.105008,500,1
2/6/2022,4.76,5.99,4.76,5.98,5.281651,900,0
3/6/2022,4.38,5.93,4.38,5.93,5.23749,1600,0
6/6/2022,5.89,5.89,4.6,5.89,5.202161,900,0
7/6/2022,4.9,4.9,4.9,4.9,4.327775,400,0
8/6/2022,4.29,5.97,4.25,4.89,4.318943,2000,1
9/6/2022,5.96,5.96,5.96,5.96,5.263987,300,1
10/6/2022,5.92,5.99,5.92,5.99,5.290483,1500,0
13/6/2022,5.93,5.99,4.51,5.98,5.281651,9400,0
14/6/2022,5.95,5.95,4.5,5.9,5.210994,3900,0
15/6/2022,5.9,7.7,4.54,4.54,4.009815,6500,1
16/6/2022,7.41,7.49,4.55,7.15,6.315018,3000,0
17/6/2022,5.96,7.15,4.85,6.95,6.138374,4400,0
21/6/2022,6.73,6.95,6.73,6.95,6.138374,4800,0
22/6/2022,6.8,6.87,4.91,6.86,6.058885,3400,1
23/6/2022,7.7,7.71,7.7,7.71,6.80962,1100,0
24/6/2022,7.5,7.5,4.55,7.5,6.624145,2700,0
27/6/2022,7.46,7.46,7.46,7.46,6.588816,1000,1
28/6/2022,7.42,7.49,4.73,7.49,6.615313,2100,0
29/6/2022,7.25,7.25,7.18,7.25,6.403339,500,1
30/6/2022,7.42,7.49,7.42,7.49,6.615313,5400,1
1/7/2022,7.5,7.51,7.42,7.51,6.632977,2000,0
5/7/2022,8.99,8.99,5.64,5.64,4.981357,2600,1
6/7/2022,8.76,8.85,5.52,5.7,5.034349,43300,1
7/7/2022,7.49,7.5,6.06,6.06,5.352309,4800,0
8/7/2022,7.47,7.49,6.03,6.03,5.325812,5100,0
11/7/2022,6.04,7.42,4.88,5.23,4.619237,6400,1
12/7/2022,6.08,7.95,6.02,6.02,5.31698,7200,0
13/7/2022,6.5,7.38,6,6,5.299315,4100,1
14/7/2022,7.15,7.74,7.11,7.74,6.836117,7200,0
15/7/2022,6.55,6.55,6.48,6.55,5.785087,4300,0
18/7/2022,6.55,6.55,6.02,6.55,5.785087,4400,1
19/7/2022,6.6,7.2,6.41,7.18,6.341514,3300,0
20/7/2022,6.3,7.2,6.24,6.25,5.520121,5600,1
21/7/2022,6.78,6.85,6.78,6.85,6.050052,2100,0
22/7/2022,7.45,7.49,6.31,6.32,5.581946,1600,1
25/7/2022,8.75,8.75,8.45,8.45,7.463202,700,0
26/7/2022,7.13,8.45,7.13,8.45,7.463202,6600,0
27/7/2022,6.77,8.35,6.77,7.57,6.68597,13400,0
28/7/2022,6.54,8.29,6.54,6.78,5.988227,9600,1
29/7/2022,8.35,8.35,6.95,8.35,7.374882,2200,1
1/8/2022,8.79,8.89,7.03,8.89,7.851819,19900,0
2/8/2022,7.9,7.9,6.87,6.87,6.067716,4000,1
3/8/2022,8.43,8.48,6.96,8.48,7.489699,13900,0
4/8/2022,8.45,8.48,7.16,8.32,7.348384,6400,0
5/8/2022,7.83,8,7.77,7.97,7.039257,6400,1
8/8/2022,8.37,8.45,8.37,8.45,7.463202,1600,1
9/8/2022,8.5,8.5,8.41,8.5,7.507364,1700,0
10/8/2022,7.65,7.65,7.65,7.65,6.756628,1600,1
11/8/2022,8.95,8.95,8.95,8.95,7.904812,500,1
12/8/2022,8.99,8.99,8.99,8.99,7.940142,800,0
15/8/2022,8.95,8.95,5.24,7.7,6.800788,2600,0
16/8/2022,6.02,6.02,4.95,4.95,4.371935,1900,0
17/8/2022,5.7,6.75,4.75,4.75,4.195292,3500,0
18/8/2022,4.46,5.29,4.01,4.25,3.753682,14700,1
19/8/2022,4.45,5.2,4.3,4.47,3.94799,10500,1
22/8/2022,5.16,5.18,3.91,5,4.416096,7100,1
23/8/2022,5.18,5.2,4.12,5.19,4.583908,15300,0
24/8/2022,5.18,5.18,4.25,4.75,4.195292,4100,1
25/8/2022,4.75,5.08,3.98,5.08,4.486753,4000,0
26/8/2022,4.91,4.91,3.9,3.9,3.444555,4400,1
29/8/2022,4.01,4.54,3.92,4.39,3.877333,14300,0
30/8/2022,4.06,4.5,4.02,4.02,3.550541,19700,1
31/8/2022,4.75,4.8,4,4.34,3.833172,20600,0
1/9/2022,4.5,4.54,4.3,4.3,3.797843,6300,1
2/9/2022,4.28,4.73,4.14,4.55,4.018648,8000,0
6/9/2022,4.36,4.8,4.12,4.18,3.691857,7100,1
7/9/2022,4.66,4.73,4.66,4.73,4.177627,2200,0
8/9/2022,4.72,4.72,3.92,4.65,4.10697,5700,0
9/9/2022,4.62,4.8,4.51,4.51,3.983319,3400,0
12/9/2022,4.65,4.65,4.22,4.27,3.771346,1800,1
13/9/2022,4.73,4.73,4.23,4.3,3.797843,8900,0
14/9/2022,4.41,4.41,4.15,4.28,3.780179,6300,1
15/9/2022,4.41,4.79,4.1,4.79,4.23062,2600,1
16/9/2022,4.7,4.8,4.6,4.73,4.288649,8400,1
19/9/2022,4.47,4.78,4.17,4.78,4.333983,16800,0
20/9/2022,4.8,4.8,4.28,4.28,3.880638,8000,1
21/9/2022,4.81,4.89,4.18,4.64,4.207046,13400,1
22/9/2022,4.72,5.42,3.9,4.86,4.406518,5800,0
23/9/2022,4.74,4.74,3.83,3.83,3.472627,8200,0
26/9/2022,4.72,4.72,3.74,3.8,3.445426,23900,0
27/9/2022,4.48,4.48,3.76,3.76,3.409158,7600,1
28/9/2022,4.42,4.42,3.72,4.1,3.717433,11900,1
29/9/2022,3.87,4.44,3.82,4.26,3.862504,2600,0
30/9/2022,4.42,4.42,3.82,3.82,3.463559,2500,0
3/10/2022,4.26,4.26,3.72,3.72,3.37289,10800,0
4/10/2022,4.09,4.09,3.67,3.67,3.327556,3500,1
5/10/2022,3.98,4.5,3.82,4.08,3.699299,28200,1
6/10/2022,4.35,4.37,4.35,4.37,3.96224,600,1
7/10/2022,4.37,4.45,4.1,4.45,4.034775,1600,0
10/10/2022,4.5,4.5,3.9,3.92,3.554229,4400,1
11/10/2022,4.22,4.34,3.91,4.34,3.935039,4300,0
12/10/2022,4.13,4.13,3.81,3.89,3.527028,13600,0
13/10/2022,3.94,4.35,3.67,3.67,3.327556,8600,1
14/10/2022,4.33,4.33,3.84,4.22,3.826236,12500,1
17/10/2022,4.48,4.49,3.96,4.38,3.971307,13600,0
18/10/2022,4.15,4.39,3.92,4.14,3.753701,11800,1
19/10/2022,4.47,4.49,4.1,4.47,4.052908,2500,0
20/10/2022,4.47,4.47,4.43,4.47,4.052908,800,0
21/10/2022,4.03,4.47,4.03,4.03,3.653965,1000,1
24/10/2022,4.97,5.06,4.1,5.04,4.569723,26300,0
25/10/2022,5.05,5.23,4.27,5,4.533455,3300,0
26/10/2022,5.23,5.23,4.59,4.59,4.161712,8300,1
27/10/2022,5.2,5.2,4.46,5.04,4.569723,2800,1
28/10/2022,5,5.55,4.46,5.55,5.032135,2200,0
31/10/2022,5.55,5.55,5.55,5.55,5.032135,0,0
1/11/2022,5.54,5.54,5.47,5.53,5.014001,16000,0
2/11/2022,5.54,5.54,5.48,5.48,4.968667,400,1
3/11/2022,5.28,6.11,4.61,6,5.440146,8400,1
4/11/2022,8,8.2,7.86,7.86,7.126592,3100,0
7/11/2022,12.24,12.24,6.3,6.3,5.712153,6400,1
8/11/2022,7.97,8.99,7.97,7.97,7.226327,6600,0
9/11/2022,7.96,7.96,7.95,7.96,7.21726,500,1
10/11/2022,8,8.6,8,8.31,7.534603,3400,0
11/11/2022,8.31,8.31,8.31,8.31,7.534603,0,0
