Date,Open,High,Low,Close,Adj Close,Volume,New Price
14/11/2022,8.25,8.25,4.9,7.64,6.927119,1800,0
15/11/2022,7.26,8,7.26,7.26,6.582577,600,0
16/11/2022,7.26,7.26,7.26,7.26,6.582577,0,1
17/11/2022,8.9,8.9,8.9,8.9,8.06955,700,0
18/11/2022,8.9,8.9,8.9,8.9,8.06955,0,1
21/11/2022,8.95,8.95,8.95,8.95,8.114884,600,1
22/11/2022,8.99,8.99,8.99,8.99,8.151153,1800,0
23/11/2022,8.75,8.75,8.65,8.65,7.842876,500,0
25/11/2022,7.04,7.04,7.04,7.04,6.383105,1700,1
28/11/2022,12.24,12.24,12.24,12.24,11.097898,1100,0
29/11/2022,12.25,12.25,6.91,6.91,6.265234,2300,1
30/11/2022,7.1,12.25,7.1,12.25,11.106964,600,0
1/12/2022,9.01,9.01,4.37,4.37,3.96224,2000,1
2/12/2022,4.69,4.69,4.65,4.65,4.216114,1400,1
5/12/2022,4.75,7.99,4.75,7.91,7.171926,9200,0
6/12/2022,5.09,5.35,5.09,5.35,4.850797,400,1
7/12/2022,5.4,5.4,5.4,5.4,4.896132,400,0
8/12/2022,5.4,5.4,5.4,5.4,4.896132,300,0
9/12/2022,4.58,4.58,4.58,4.58,4.152645,400,0
12/12/2022,4.48,4.48,4.48,4.48,4.061976,300,1
13/12/2022,4.57,4.57,4.57,4.57,4.143578,600,1
14/12/2022,4.66,7,4.66,7,6.346838,2500,1
15/12/2022,4.56,7.21,4.56,7.21,6.537242,800,0
16/12/2022,7.14,7.21,7.14,7.21,6.537242,200,0
19/12/2022,5.06,6.99,4.82,6.99,6.33777,3100,0
20/12/2022,6.26,6.26,4.5,5.71,5.177206,5100,0
21/12/2022,4.71,5.83,4.71,5.03,4.560656,29700,0
22/12/2022,5.03,5.03,5.03,5.03,4.560656,400,0
23/12/2022,4.63,6.82,4.35,4.35,3.944106,5600,1
27/12/2022,4.36,4.55,4.01,4.55,4.125444,3300,0
28/12/2022,4.07,4.07,3.88,3.9,3.536095,6900,0
29/12/2022,3.88,4.37,3.88,3.88,3.517961,7500,0
30/12/2022,3.91,4.54,3.87,3.87,3.508894,6600,0
3/1/2023,3.87,3.87,3.87,3.87,3.508894,500,0
4/1/2023,3.88,4.1,3.86,3.86,3.499827,18200,1
5/1/2023,4.06,4.06,4.06,4.06,3.681165,1900,1
6/1/2023,3.97,4.36,3.86,4.32,3.916905,4400,0
9/1/2023,3.86,4.09,3.86,4.09,3.708366,2300,0
10/1/2023,4.08,4.28,3.86,4.07,3.690233,2400,0
11/1/2023,3.9,4.08,3.9,3.9,3.536095,1100,0
12/1/2023,4.08,4.25,3.87,3.87,3.508894,10600,0
13/1/2023,3.87,3.87,3.87,3.87,3.508894,0,1
17/1/2023,3.99,4.09,3.99,4.09,3.708366,600,0
18/1/2023,3.99,3.99,3.99,3.99,3.617697,400,1
19/1/2023,3.99,4.1,3.87,4.1,3.717433,10600,0
20/1/2023,4.09,4.1,3.88,4,3.626764,1400,0
23/1/2023,4.07,4.2,3.9,3.96,3.590496,3000,0
24/1/2023,4.45,4.45,3.93,3.94,3.572363,1000,1
25/1/2023,4.21,4.26,4.08,4.17,3.780901,2200,0
26/1/2023,4.55,4.55,4.06,4.11,3.7265,1000,0
27/1/2023,4.12,4.27,4.01,4.01,3.635831,5300,0
30/1/2023,4.09,4.2,3.75,3.95,3.581429,201000,1
31/1/2023,4.16,4.17,3.92,4.14,3.753701,4400,0
1/2/2023,4.03,4.14,4.03,4.04,3.663032,2500,1
2/2/2023,4.22,4.54,3.99,4.54,4.116377,2500,0
3/2/2023,4.26,4.54,4.26,4.54,4.116377,3600,0
6/2/2023,4.37,4.52,3.9,3.91,3.545162,33400,1
7/2/2023,3.98,4.07,3.94,4,3.626764,6000,1
8/2/2023,3.99,4.1,3.99,4.1,3.717433,800,0
9/2/2023,4.03,4.07,3.92,3.92,3.554229,2900,1
10/2/2023,4.1,4.1,4.01,4.01,3.635831,3800,0
13/2/2023,3.95,3.98,3.9,3.9,3.536095,4400,1
14/2/2023,3.9,4.01,3.9,4.01,3.635831,1800,0
15/2/2023,3.98,3.98,3.98,3.98,3.60863,200,0
16/2/2023,3.98,3.98,3.98,3.98,3.60863,0,0
17/2/2023,3.91,3.95,3.91,3.95,3.581429,300,0
21/2/2023,3.95,3.95,3.93,3.93,3.563296,700,0
22/2/2023,4,4.12,3.75,3.75,3.400091,1600,1
23/2/2023,3.95,4.12,3.83,3.97,3.599564,2700,0
24/2/2023,3.91,3.91,3.91,3.91,3.545162,300,1
27/2/2023,3.91,4.08,3.86,4.08,3.699299,2700,0
28/2/2023,3.96,3.96,3.94,3.94,3.572363,1400,1
1/3/2023,3.95,3.95,3.95,3.95,3.581429,1000,0
2/3/2023,3.93,3.93,3.67,3.85,3.49076,6400,1
3/3/2023,3.96,3.96,3.84,3.9,3.536095,1700,1
6/3/2023,3.97,3.97,3.91,3.91,3.545162,400,1
7/3/2023,3.97,3.97,3.95,3.95,3.581429,5700,0
8/3/2023,3.9,3.9,3.84,3.89,3.527028,4800,0
9/3/2023,3.97,3.97,3.68,3.72,3.37289,1500,1
10/3/2023,3.62,3.95,3.52,3.95,3.715259,4300,0
13/3/2023,3.55,3.89,3.55,3.72,3.498927,1100,0
14/3/2023,3.53,3.88,3.53,3.71,3.489522,1600,0
15/3/2023,3.71,3.71,3.54,3.54,3.329624,4300,1
16/3/2023,3.78,3.78,3.61,3.61,3.395464,1100,0
17/3/2023,3.7,3.7,3.52,3.53,3.320219,1700,0
20/3/2023,3.77,3.9,3.52,3.52,3.310813,6300,1
21/3/2023,3.52,3.86,3.52,3.86,3.630607,700,0
22/3/2023,3.52,3.57,3.52,3.52,3.310813,3000,1
23/3/2023,3.3,3.71,3.3,3.67,3.451899,1400,0
24/3/2023,3.5,3.67,3.5,3.67,3.451899,800,0
27/3/2023,3.5,3.71,3.5,3.62,3.40487,1400,0
28/3/2023,3.82,3.82,3.51,3.51,3.301407,1300,0
29/3/2023,3.51,3.51,3.51,3.51,3.301407,0,1
30/3/2023,3.83,3.97,3.51,3.74,3.517739,9500,0
31/3/2023,3.74,3.74,3.74,3.74,3.517739,300,1
3/4/2023,3.71,3.86,3.55,3.84,3.611796,9900,0
4/4/2023,3.81,3.81,3.65,3.8,3.574173,2300,1
5/4/2023,3.6,3.98,3.6,3.81,3.583579,1100,0
6/4/2023,3.98,3.98,3.69,3.69,3.47071,4100,1
10/4/2023,3.7,3.7,3.7,3.7,3.480116,600,1
11/4/2023,3.83,3.94,3.83,3.94,3.705853,2300,0
12/4/2023,3.94,3.94,3.78,3.9,3.66823,1500,1
13/4/2023,3.98,4,3.8,4,3.762287,2300,0
14/4/2023,3.85,4,3.8,4,3.762287,5900,0
17/4/2023,4,4,4,4,3.762287,0,0
18/4/2023,3.8,4,3.8,4,3.762287,800,0
19/4/2023,3.8,4,3.8,4,3.762287,700,0
20/4/2023,4,4,4,4,3.762287,0,0
21/4/2023,3.9,3.9,3.8,3.8,3.574173,800,0
24/4/2023,3.85,3.98,3.8,3.8,3.574173,3600,1
25/4/2023,3.87,3.98,3.87,3.98,3.743476,700,0
26/4/2023,3.76,3.96,3.76,3.96,3.724664,1400,0
27/4/2023,3.96,3.96,3.96,3.96,3.724664,0,0
28/4/2023,3.9,3.95,3.78,3.87,3.640013,2400,0
1/5/2023,3.87,3.87,3.87,3.87,3.640013,0,1
2/5/2023,3.96,4,3.78,3.97,3.73407,1300,0
3/5/2023,3.78,4,3.78,3.95,3.715259,2300,0
4/5/2023,3.9,3.9,3.8,3.8,3.574173,600,0
5/5/2023,3.94,4,3.8,3.8,3.574173,900,0
8/5/2023,3.8,3.8,3.8,3.8,3.574173,300,1
9/5/2023,3.9,3.9,3.9,3.9,3.66823,500,1
10/5/2023,4.08,4.08,4.08,4.08,3.837533,200,0
11/5/2023,4.08,4.08,3.8,4.03,3.790505,3000,0
12/5/2023,4.02,4.02,4.02,4.02,3.781099,500,0
15/5/2023,3.8,4.01,3.8,3.92,3.687042,1800,0
16/5/2023,3.92,3.92,3.92,3.92,3.687042,0,1
17/5/2023,4.08,4.08,3.95,4.08,3.837533,1300,1
18/5/2023,4.11,4.11,4.11,4.11,3.86575,200,0
19/5/2023,4.5,4.5,3.82,3.84,3.611796,9600,1
22/5/2023,4.11,4.2,3.92,4.2,3.950402,3700,0
23/5/2023,3.92,4.25,3.92,3.92,3.687042,1300,0
24/5/2023,3.92,3.92,3.92,3.92,3.687042,0,1
25/5/2023,4.07,4.07,4.07,4.07,3.828128,400,0
26/5/2023,4.07,4.07,4.07,4.07,3.828128,0,0
30/5/2023,4,4,4,4,3.762287,500,1
31/5/2023,4,4.09,3.9,4.09,3.846939,1400,0
1/6/2023,4.09,4.09,4.09,4.09,3.846939,0,1
2/6/2023,3.9,4.1,3.9,4.1,3.856345,1000,1
5/6/2023,4.28,4.28,4.28,4.28,4.025648,200,0
6/6/2023,4.28,4.28,4.28,4.28,4.025648,0,0
7/6/2023,4.12,4.12,4.05,4.05,3.809316,1200,0
8/6/2023,3.95,3.95,3.95,3.95,3.715259,400,1
9/6/2023,3.96,3.96,3.96,3.96,3.724664,500,0
12/6/2023,3.99,4.12,3.86,3.86,3.630607,1100,1
13/6/2023,4.27,4.27,4.27,4.27,4.016242,200,0
14/6/2023,4.27,4.27,4.27,4.27,4.016242,0,0
15/6/2023,3.86,4.06,3.86,4.06,3.818722,400,1
16/6/2023,4.25,4.25,4.25,4.25,3.99743,200,0
20/6/2023,3.86,3.86,3.86,3.86,3.630607,500,1
21/6/2023,3.86,4.31,3.86,4,3.762287,8500,1
22/6/2023,4.3,4.3,4.3,4.3,4.044459,400,0
23/6/2023,4.29,4.29,4.08,4.29,4.035053,9200,0
26/6/2023,4.08,4.08,4.08,4.08,3.837533,1100,0
27/6/2023,3.89,4.02,3.5,4.02,3.781099,5700,0
28/6/2023,4.02,4.02,4.02,4.02,3.781099,0,0
29/6/2023,3.68,3.81,3.5,3.8,3.574173,4700,0
30/6/2023,3.68,3.68,3.68,3.68,3.461304,500,0
3/7/2023,3.69,3.78,3.68,3.68,3.461304,1300,1
5/7/2023,3.42,3.71,3.42,3.71,3.489522,22400,0
6/7/2023,3.62,3.66,3.52,3.66,3.442493,1400,0
7/7/2023,3.64,3.64,3.64,3.64,3.423681,300,1
10/7/2023,3.62,3.76,3.52,3.7,3.480116,27800,0
11/7/2023,3.7,3.7,3.7,3.7,3.480116,200,1
12/7/2023,3.88,3.95,3.54,3.77,3.545956,1700,1
13/7/2023,3.99,4,3.99,4,3.762287,900,0
14/7/2023,3.83,3.83,3.83,3.83,3.60239,300,1
17/7/2023,4.02,4.02,3.94,3.94,3.705853,1000,1
18/7/2023,3.94,4,3.94,4,3.762287,400,0
19/7/2023,3.97,4,3.97,4,3.762287,500,0
20/7/2023,4,4,3.95,3.95,3.715259,700,0
21/7/2023,3.96,3.96,3.95,3.95,3.715259,700,0
24/7/2023,3.95,3.95,3.81,3.81,3.583579,500,1
25/7/2023,3.81,4.02,3.81,4.02,3.781099,600,0
26/7/2023,4.02,4.02,3.81,3.92,3.687042,1000,0
27/7/2023,3.81,3.92,3.81,3.92,3.687042,700,0
28/7/2023,3.85,3.92,3.85,3.92,3.687042,300,0
31/7/2023,3.89,3.89,3.8,3.8,3.574173,1400,0
1/8/2023,3.8,3.8,3.8,3.8,3.574173,400,1
2/8/2023,3.84,3.84,3.84,3.84,3.611796,1900,0
3/8/2023,3.98,3.98,3.55,3.82,3.592984,5900,0
4/8/2023,3.8,3.8,3.8,3.8,3.574173,400,1
7/8/2023,3.98,3.98,3.75,3.82,3.592984,900,0
8/8/2023,3.98,3.98,3.77,3.77,3.545956,400,1
9/8/2023,3.77,3.84,3.77,3.84,3.611796,600,1
10/8/2023,3.98,3.98,3.98,3.98,3.743476,400,1
11/8/2023,3.91,3.99,3.75,3.99,3.752882,700,0
14/8/2023,3.99,4,3.78,3.93,3.696447,7900,1
15/8/2023,4.1,5.7,3.97,5.7,5.361259,6400,0
16/8/2023,4.35,5.64,4.35,4.47,4.204356,4300,1
17/8/2023,5.45,5.45,5.45,5.45,5.126117,200,0
18/8/2023,5.45,5.45,5.45,5.45,5.126117,300,0
21/8/2023,4.56,4.56,4.56,4.56,4.289007,500,1
22/8/2023,5.35,5.35,5.35,5.35,5.032059,2900,0
23/8/2023,4.36,4.7,3.73,4.7,4.420688,1300,0
24/8/2023,3.99,4.46,3.99,4.46,4.194951,900,0
25/8/2023,4.08,4.08,4.08,4.08,3.837533,700,0
28/8/2023,4.45,4.45,4.07,4.07,3.828128,1100,1
29/8/2023,4.08,4.08,4.08,4.08,3.837533,1000,0
30/8/2023,4.08,4.08,4.08,4.08,3.837533,0,0
31/8/2023,4.08,4.08,4.08,4.08,3.837533,0,0
1/9/2023,4.08,4.08,4.08,4.08,3.837533,2900,1
5/9/2023,4.94,4.94,3.78,4.92,4.627614,7200,0
6/9/2023,4.92,4.92,4.92,4.92,4.627614,0,0
7/9/2023,4.29,4.29,3.95,3.95,3.715259,500,1
8/9/2023,3.77,4.73,3.77,4.73,4.448905,1900,0
11/9/2023,3.7,3.7,3.7,3.7,3.480116,900,1
12/9/2023,4.14,4.14,3.82,3.82,3.592984,1200,0
13/9/2023,3.68,3.79,3.68,3.79,3.564767,900,0
14/9/2023,3.52,3.6,3.52,3.52,3.423733,1400,1
15/9/2023,3.67,3.67,3.67,3.67,3.569631,200,0
18/9/2023,4,4.34,3.65,3.65,3.550178,700,1
19/9/2023,3.93,4.2,3.66,3.66,3.559904,2000,1
20/9/2023,3.72,3.72,3.72,3.72,3.618263,200,1
21/9/2023,3.8,3.8,3.8,3.8,3.696075,200,1
22/9/2023,3.9,4.12,3.62,4.06,3.948964,4400,0
25/9/2023,3.82,3.9,3.62,3.63,3.530725,6400,1
26/9/2023,4.01,4.19,3.76,4.19,4.075409,2400,0
27/9/2023,3.71,4.07,3.71,4.07,3.958691,1300,0
28/9/2023,4.07,4.07,4.07,4.07,3.958691,0,0
29/9/2023,4.07,4.07,4.07,4.07,3.958691,0,0
2/10/2023,4.07,4.07,4.07,4.07,3.958691,0,0
3/10/2023,3.84,3.84,3.72,3.72,3.618263,4600,0
4/10/2023,3.71,3.72,3.71,3.72,3.618263,400,0
5/10/2023,3.64,3.64,3.53,3.58,3.482092,9500,0
6/10/2023,3.52,3.52,3.5,3.52,3.423733,800,1
9/10/2023,3.75,3.88,3.52,3.88,3.773887,7300,0
10/10/2023,3.74,3.74,3.74,3.74,3.637716,300,0
11/10/2023,3.74,3.74,3.74,3.74,3.637716,300,1
12/10/2023,3.53,3.96,3.2,3.96,3.851699,9600,0
13/10/2023,3.63,3.82,3.55,3.82,3.715528,2600,0
16/10/2023,3.56,3.78,3.56,3.78,3.676622,700,0
17/10/2023,3.76,3.76,3.36,3.76,3.657169,2300,0
18/10/2023,3.52,3.7,3.52,3.7,3.59881,1000,0
19/10/2023,3.32,3.55,3.32,3.32,3.229203,1000,0
20/10/2023,3.31,3.31,3.26,3.26,3.170843,300,1
23/10/2023,3.5,3.75,3.27,3.51,3.414006,1900,1
24/10/2023,3.7,3.74,3.31,3.52,3.423733,11600,1
25/10/2023,3.55,3.55,3.55,3.55,3.452912,600,1
26/10/2023,3.62,3.62,3.62,3.62,3.520998,400,0
27/10/2023,3.78,3.78,3.55,3.55,3.452912,800,0
30/10/2023,3.55,3.55,3.55,3.55,3.452912,0,1
31/10/2023,3.78,9.1,3.78,6.7,6.516764,152700,1
1/11/2023,7.01,7.37,6.52,7,6.808559,23500,0
2/11/2023,4.79,6.5,4.79,6.4,6.224969,5300,0
3/11/2023,6.2,6.2,6.2,6.2,6.030438,400,0
6/11/2023,5.75,6,5.26,6,5.835908,19400,1
7/11/2023,5.36,6.5,5.36,6.5,6.322234,5900,0
8/11/2023,6.38,6.7,5.75,6.22,6.049891,1700,1
9/11/2023,6.22,6.6,5.83,6.32,6.147157,1800,1
10/11/2023,6.88,6.88,5.95,6.78,6.594576,700,0
13/11/2023,7,7,6,6.38,6.205516,4600,1
14/11/2023,6.02,6.7,6.02,6.7,6.516764,1000,0
15/11/2023,6.5,6.7,6.5,6.7,6.516764,2200,0
16/11/2023,6.65,6.8,6.08,6.08,5.91372,900,1
17/11/2023,6.12,6.45,4.64,6.45,6.273601,1100,0
20/11/2023,4.28,4.28,4.28,4.28,4.162948,800,1
21/11/2023,4.56,6.5,4.48,6.39,6.215242,4500,0
22/11/2023,6.57,6.57,6.3,6.3,6.127704,800,1
24/11/2023,6.8,6.8,4.42,6.64,6.458405,700,1
27/11/2023,6.8,6.8,6.8,6.8,6.614029,1700,0
28/11/2023,4.16,4.84,4.16,4.84,4.707633,400,0
29/11/2023,4.84,4.84,4.84,4.84,4.707633,0,1
30/11/2023,6.3,6.3,6.3,6.3,6.127704,800,0
1/12/2023,4.04,6.1,4.04,6.1,5.933173,600,1
4/12/2023,4.1,6.5,4.1,6.28,6.108251,1600,0
5/12/2023,6.5,6.5,4.31,5.98,5.816455,8300,1
6/12/2023,6.36,6.5,6.36,6.5,6.322234,700,0
7/12/2023,6.5,6.5,6.5,6.5,6.322234,0,1
8/12/2023,4.55,6.8,4.55,6.8,6.614029,700,0
11/12/2023,4.82,6.5,4.82,6.5,6.322234,700,0
12/12/2023,4.3,6.5,4.3,6.5,6.322234,1200,1
13/12/2023,6.61,6.61,6.5,6.55,6.370867,2400,0
14/12/2023,4.59,6.5,4.59,6.41,6.234695,4900,1
15/12/2023,6.8,6.8,4.39,6.5,6.322234,1100,0
18/12/2023,4.61,5.9,4.61,5.9,5.738643,400,0
19/12/2023,4.35,4.35,4.35,4.35,4.231033,600,1
20/12/2023,6.64,6.64,4.61,4.62,4.493649,1200,0
21/12/2023,6.46,6.46,4.3,4.31,4.192127,700,1
22/12/2023,4.51,6.1,4.51,6.1,5.933173,600,0
26/12/2023,6.1,6.1,6.1,6.1,5.933173,0,0
27/12/2023,6.54,6.54,4.75,4.75,4.620094,1700,1
28/12/2023,4.68,5.04,4.68,5.04,4.902163,600,0
29/12/2023,5.04,5.04,5.04,5.04,4.902163,0,0
2/1/2024,4.94,4.94,4.94,4.94,4.804898,400,1
3/1/2024,6.7,6.7,4.14,6.65,6.468132,2700,1
4/1/2024,6.79,6.79,4.67,6.79,6.604303,800,0
5/1/2024,4.38,6.47,4.38,6.34,6.16661,900,0
8/1/2024,6.8,6.8,4.43,4.46,4.338025,600,1
9/1/2024,4.53,4.58,4.53,4.58,4.454743,1500,1
10/1/2024,4.7,6.32,4.7,6.32,6.147157,1100,1
11/1/2024,4.39,6.5,4.39,6.5,6.322234,700,0
12/1/2024,4.44,6.67,4.44,6.2,6.030438,1400,0
16/1/2024,4.69,4.77,4.6,4.65,4.522829,11000,1
17/1/2024,4.6,6.05,4.6,6.05,5.884541,2400,0
18/1/2024,4.37,4.37,4.37,4.37,4.250486,300,0
19/1/2024,4.37,4.37,4.37,4.37,4.250486,0,1
22/1/2024,4.92,4.92,4.42,4.56,4.43529,1100,0
23/1/2024,4.59,4.59,4.37,4.37,4.250486,400,1
24/1/2024,4.7,4.87,4.59,4.63,4.503376,1600,0
25/1/2024,4.63,4.63,4.63,4.63,4.503376,300,0
26/1/2024,4.98,4.98,4.42,4.56,4.43529,400,0
29/1/2024,4.39,4.52,4.39,4.52,4.396384,300,0
30/1/2024,4.36,5.26,4.15,4.15,4.036503,900,0
31/1/2024,4.15,4.15,4.15,4.15,4.036503,0,1
1/2/2024,5.22,5.22,4.22,4.22,4.104589,500,0
2/2/2024,4.22,4.22,4.22,4.22,4.104589,0,1
5/2/2024,4.26,4.92,4.26,4.27,4.153221,2400,1
6/2/2024,4.4,6.39,4.34,6.39,6.215242,2200,0
7/2/2024,4.56,6.4,4.55,4.55,4.425564,2100,1
8/2/2024,4.3,5.82,4.3,5.82,5.660831,1200,0
9/2/2024,5.73,5.73,5.73,5.73,5.573292,600,0
12/2/2024,4.34,5.69,4.34,5.1,4.960522,600,0
13/2/2024,4.34,5.46,4.34,4.91,4.775718,1900,1
14/2/2024,4.35,5.5,4.35,5.5,5.349583,800,0
15/2/2024,4.36,4.5,4.36,4.5,4.376931,1400,1
16/2/2024,5.65,5.65,4.38,5.49,5.339856,1600,1
20/2/2024,5.99,5.99,5.74,5.74,5.583019,500,1
21/2/2024,4.36,5.87,4.36,5.87,5.709464,700,0
22/2/2024,4.52,4.52,4.52,4.52,4.396384,500,1
23/2/2024,4.44,5.87,4.44,5.87,5.709464,1300,0
26/2/2024,5.87,5.87,5.87,5.87,5.709464,0,0
27/2/2024,5.87,5.87,5.87,5.87,5.709464,0,0
28/2/2024,5.49,5.49,5.49,5.49,5.339856,500,0
29/2/2024,5.49,5.49,4.34,4.4,4.279666,1300,0
1/3/2024,5.37,5.37,4.35,4.35,4.231033,500,0
4/3/2024,4.35,4.35,4.35,4.35,4.231033,100,0
5/3/2024,4.68,4.68,4.34,4.34,4.221307,8700,1
6/3/2024,5.06,5.06,4.62,4.62,4.493649,1300,0
7/3/2024,4.37,4.99,4.16,4.38,4.260213,23300,0
8/3/2024,4.33,4.33,4.33,4.33,4.21158,400,1
11/3/2024,4.32,4.58,4.32,4.58,4.454743,800,1
12/3/2024,4.75,4.79,4.57,4.79,4.659,400,1
13/3/2024,4.67,4.67,4.67,4.67,4.67,1700,0
14/3/2024,4.74,4.75,4.3,4.3,4.3,900,0
15/3/2024,4.55,4.55,4.19,4.24,4.24,3100,1
18/3/2024,4.67,4.67,4.2,4.25,4.25,1300,0
19/3/2024,4.68,4.68,4.2,4.2,4.2,1300,1
20/3/2024,4.35,4.39,4.16,4.33,4.33,2400,0
21/3/2024,4.66,4.66,4.17,4.17,4.17,800,0
22/3/2024,4.16,4.57,4.16,4.17,4.17,900,1
25/3/2024,4.17,4.57,4.17,4.57,4.57,900,0
26/3/2024,4.5,4.5,4.17,4.35,4.35,1600,0
27/3/2024,4.17,4.46,4.16,4.16,4.16,500,0
28/3/2024,4.29,4.29,4.15,4.15,4.15,1100,1
1/4/2024,4.26,4.26,4.26,4.26,4.26,600,1
2/4/2024,4.8,4.8,4.26,4.42,4.42,1000,1
3/4/2024,3.82,4.75,3.82,4.75,4.75,2200,0
4/4/2024,4.67,4.89,4.19,4.19,4.19,700,1
5/4/2024,4.43,4.7,4.25,4.25,4.25,700,1
8/4/2024,4.43,4.43,4.43,4.43,4.43,400,0
9/4/2024,4.43,4.43,4.43,4.43,4.43,900,1
10/4/2024,4.6,4.6,4.48,4.48,4.48,1400,1
11/4/2024,4.47,4.5,4.47,4.5,4.5,500,1
12/4/2024,4.52,4.52,4.52,4.52,4.52,400,0
15/4/2024,4.5,4.5,4.5,4.5,4.5,400,0
16/4/2024,4.5,4.5,4.5,4.5,4.5,0,0
17/4/2024,4.42,4.76,4.42,4.42,4.42,900,1
18/4/2024,4.82,4.82,4.66,4.66,4.66,1400,0
19/4/2024,4.66,4.66,4.66,4.66,4.66,0,0
22/4/2024,5.27,5.27,4.44,4.44,4.44,600,0
23/4/2024,4.42,4.42,4.42,4.42,4.42,400,0
24/4/2024,4.42,4.42,4.42,4.42,4.42,0,0
25/4/2024,4.42,4.42,4.42,4.42,4.42,0,1
26/4/2024,4.68,4.68,4.68,4.68,4.68,400,0
29/4/2024,4.42,4.42,4.42,4.42,4.42,581,0
